reporting_year,geoid,boro_ct2020,vacant_on_12_31,count_vacant,perc_vacant,total_storefronts
2021 and 2022,36047058600,3058600,NO,2,1,2
2021 and 2022,36047058800,3058800,NO,24,0.96,25
2021 and 2022,36047058800,3058800,YES,1,0.04,25
2021 and 2022,36047058901,3058901,NO,24,0.86,28
2021 and 2022,36047058901,3058901,YES,4,0.14,28
2021 and 2022,36047059000,3059000,NO,21,0.84,25
2021 and 2022,36047059000,3059000,YES,4,0.16,25
2021 and 2022,36047059100,3059100,NO,13,0.93,14
2021 and 2022,36047059100,3059100,YES,1,0.07,14
2021 and 2022,36047059200,3059200,NO,20,1,20
2021 and 2022,36047059300,3059300,NO,13,0.93,14
2021 and 2022,36047059300,3059300,YES,1,0.07,14
2021 and 2022,36047059402,3059402,NO,54,0.98,55
2021 and 2022,36047059402,3059402,YES,1,0.02,55
2021 and 2022,36047059403,3059403,NO,10,0.91,11
2021 and 2022,36047059403,3059403,YES,1,0.09,11
2021 and 2022,36047059404,3059404,NO,23,0.96,24
2021 and 2022,36047059404,3059404,YES,1,0.04,24
2021 and 2022,36047059600,3059600,NO,27,0.87,31
2021 and 2022,36047059600,3059600,YES,4,0.13,31
2021 and 2022,36047059800,3059800,NO,5,1,5
2021 and 2022,36047060000,3060000,NO,39,0.98,40
2021 and 2022,36047060000,3060000,YES,1,0.03,40
2021 and 2022,36047060600,3060600,NO,92,0.87,106
2021 and 2022,36047060600,3060600,YES,14,0.13,106
2021 and 2022,36047060800,3060800,NO,34,0.89,38
2021 and 2022,36047060800,3060800,YES,4,0.11,38
2021 and 2022,36047061002,3061002,NO,5,1,5
2021 and 2022,36047061003,3061003,NO,14,0.93,15
2021 and 2022,36047061003,3061003,YES,1,0.07,15
2021 and 2022,36047061004,3061004,NO,52,0.98,53
2021 and 2022,36047061004,3061004,YES,1,0.02,53
2021 and 2022,36047062000,3062000,NO,6,1,6
2021 and 2022,36047062200,3062200,NO,6,1,6
2021 and 2022,36047062600,3062600,NO,7,1,7
2021 and 2022,36047062800,3062800,NO,20,0.95,21
2021 and 2022,36047062800,3062800,YES,1,0.05,21
2021 and 2022,36047063200,3063200,NO,4,0.8,5
2021 and 2022,36047063200,3063200,YES,1,0.2,5
2021 and 2022,36047064200,3064200,NO,10,1,10
2021 and 2022,36047064400,3064400,NO,8,1,8
2021 and 2022,36047064600,3064600,NO,15,0.79,19
2021 and 2022,36047064600,3064600,YES,4,0.21,19
2021 and 2022,36047064800,3064800,NO,1,1,1
2021 and 2022,36047065000,3065000,NO,24,0.92,26
2021 and 2022,36047065000,3065000,YES,2,0.08,26
2021 and 2022,36047065200,3065200,NO,24,0.89,27
2021 and 2022,36047065200,3065200,YES,3,0.11,27
2021 and 2022,36047065400,3065400,NO,1,1,1
2021 and 2022,36047065600,3065600,NO,5,0.71,7
2021 and 2022,36047065600,3065600,YES,2,0.29,7
2021 and 2022,36047065800,3065800,NO,8,0.89,9
2021 and 2022,36047065800,3065800,YES,1,0.11,9
2021 and 2022,36047066200,3066200,NO,25,0.93,27
2021 and 2022,36047066200,3066200,YES,2,0.07,27
2021 and 2022,36047067000,3067000,NO,12,0.92,13
2021 and 2022,36047067000,3067000,YES,1,0.08,13
2021 and 2022,36047067200,3067200,NO,8,1,8
2021 and 2022,36047067400,3067400,NO,16,0.89,18
2021 and 2022,36047067400,3067400,YES,2,0.11,18
2021 and 2022,36047067600,3067600,NO,16,1,16
2021 and 2022,36047068000,3068000,NO,21,0.88,24
2021 and 2022,36047068000,3068000,YES,3,0.12,24
2021 and 2022,36047068200,3068200,NO,12,0.86,14
2021 and 2022,36047068200,3068200,YES,2,0.14,14
2021 and 2022,36047068600,3068600,NO,2,1,2
2021 and 2022,36047068800,3068800,NO,13,1,13
2021 and 2022,36047069000,3069000,NO,14,1,14
2021 and 2022,36047069200,3069200,NO,6,1,6
2021 and 2022,36047069601,3069601,NO,33,0.8,41
2021 and 2022,36047069601,3069601,YES,8,0.2,41
2021 and 2022,36047069602,3069602,NO,11,1,11
2021 and 2022,36047069800,3069800,NO,22,0.92,24
2021 and 2022,36047069800,3069800,YES,2,0.08,24
2021 and 2022,36047070000,3070000,NO,1,1,1
2021 and 2022,36047070201,3070201,NO,1,1,1
2021 and 2022,36047070202,3070202,NO,1,1,1
2021 and 2022,36047070601,3070601,YES,1,1,1
2021 and 2022,36047072000,3072000,NO,23,0.92,25
2021 and 2022,36047072000,3072000,YES,2,0.08,25
2021 and 2022,36047072200,3072200,NO,25,1,25
2021 and 2022,36047072400,3072400,NO,9,1,9
2021 and 2022,36047072600,3072600,NO,4,1,4
2021 and 2022,36047072800,3072800,NO,13,1,13
2021 and 2022,36047073000,3073000,NO,6,1,6
2021 and 2022,36047073600,3073600,NO,13,1,13
2021 and 2022,36047073800,3073800,NO,3,1,3
2021 and 2022,36047074000,3074000,NO,17,0.85,20
2021 and 2022,36047074000,3074000,YES,3,0.15,20
2021 and 2022,36047074200,3074200,NO,6,0.86,7
2021 and 2022,36047074200,3074200,YES,1,0.14,7
2021 and 2022,36047074600,3074600,NO,23,0.96,24
2021 and 2022,36047074600,3074600,YES,1,0.04,24
2021 and 2022,36047074800,3074800,NO,4,1,4
2021 and 2022,36047075000,3075000,NO,11,1,11
2021 and 2022,36047076000,3076000,NO,1,0.5,2
2021 and 2022,36047076000,3076000,YES,1,0.5,2
2021 and 2022,36047076200,3076200,NO,1,1,1
2021 and 2022,36047076800,3076800,NO,31,0.91,34
2021 and 2022,36047076800,3076800,YES,3,0.09,34
2021 and 2022,36047077000,3077000,NO,13,0.76,17
2021 and 2022,36047077000,3077000,YES,4,0.24,17
2021 and 2022,36047077400,3077400,NO,43,0.98,44
2021 and 2022,36047077400,3077400,YES,1,0.02,44
2021 and 2022,36047077600,3077600,NO,9,1,9
2021 and 2022,36047078000,3078000,NO,4,1,4
2021 and 2022,36047078400,3078400,NO,10,0.91,11
2021 and 2022,36047078400,3078400,YES,1,0.09,11
2021 and 2022,36047078601,3078601,NO,29,0.94,31
2021 and 2022,36047078601,3078601,YES,2,0.06,31
2021 and 2022,36047078602,3078602,NO,7,1,7
2021 and 2022,36047078801,3078801,NO,10,0.91,11
2021 and 2022,36047078801,3078801,YES,1,0.09,11
2021 and 2022,36047079001,3079001,NO,17,0.81,21
2021 and 2022,36047079001,3079001,YES,4,0.19,21
2021 and 2022,36047079002,3079002,NO,10,0.91,11
2021 and 2022,36047079002,3079002,YES,1,0.09,11
2021 and 2022,36047079201,3079201,NO,15,1,15
2021 and 2022,36047079202,3079202,NO,5,0.71,7
2021 and 2022,36047079202,3079202,YES,2,0.29,7
2021 and 2022,36047079400,3079400,NO,44,0.92,48
2021 and 2022,36047079400,3079400,YES,4,0.08,48
2021 and 2022,36047079601,3079601,NO,16,1,16
2021 and 2022,36047079602,3079602,NO,43,0.86,50
2021 and 2022,36047079602,3079602,YES,7,0.14,50
2021 and 2022,36047079801,3079801,NO,40,0.95,42
2021 and 2022,36047079801,3079801,YES,2,0.05,42
2021 and 2022,36047079802,3079802,NO,45,0.98,46
2021 and 2022,36047079802,3079802,YES,1,0.02,46
2021 and 2022,36047080000,3080000,NO,22,0.96,23
2021 and 2022,36047080000,3080000,YES,1,0.04,23
2021 and 2022,36047080200,3080200,NO,16,0.89,18
2021 and 2022,36047080200,3080200,YES,2,0.11,18
2021 and 2022,36047080400,3080400,NO,24,0.8,30
2021 and 2022,36047080400,3080400,YES,6,0.2,30
2021 and 2022,36047080600,3080600,NO,13,1,13
2021 and 2022,36047081000,3081000,NO,8,0.89,9
2021 and 2022,36047081000,3081000,YES,1,0.11,9
2021 and 2022,36047081400,3081400,NO,11,0.73,15
2021 and 2022,36047081400,3081400,YES,4,0.27,15
2021 and 2022,36047081600,3081600,NO,10,1,10
2021 and 2022,36047081800,3081800,NO,35,0.95,37
2021 and 2022,36047081800,3081800,YES,2,0.05,37
2021 and 2022,36047082000,3082000,NO,37,0.97,38
2021 and 2022,36047082000,3082000,YES,1,0.03,38
2021 and 2022,36047082200,3082200,NO,14,0.88,16
2021 and 2022,36047082200,3082200,YES,2,0.12,16
2021 and 2022,36047082400,3082400,NO,31,0.97,32
2021 and 2022,36047082400,3082400,YES,1,0.03,32
2021 and 2022,36047082600,3082600,NO,21,0.95,22
2021 and 2022,36047082600,3082600,YES,1,0.05,22
2021 and 2022,36047082800,3082800,NO,28,0.88,32
2021 and 2022,36047082800,3082800,YES,4,0.12,32
2021 and 2022,36047083000,3083000,NO,12,0.92,13
2021 and 2022,36047083000,3083000,YES,1,0.08,13
2021 and 2022,36047083200,3083200,NO,4,1,4
2021 and 2022,36047083400,3083400,NO,3,0.75,4
2021 and 2022,36047083400,3083400,YES,1,0.25,4
2021 and 2022,36047083600,3083600,NO,10,1,10
2021 and 2022,36047083800,3083800,NO,17,0.94,18
2021 and 2022,36047083800,3083800,YES,1,0.06,18
2021 and 2022,36047084000,3084000,NO,22,0.96,23
2021 and 2022,36047084000,3084000,YES,1,0.04,23
2021 and 2022,36047084600,3084600,NO,29,0.91,32
2021 and 2022,36047084600,3084600,YES,3,0.09,32
2021 and 2022,36047084800,3084800,NO,5,1,5
2021 and 2022,36047085000,3085000,NO,3,0.75,4
2021 and 2022,36047085000,3085000,YES,1,0.25,4
2021 and 2022,36047085600,3085600,NO,16,0.94,17
2021 and 2022,36047085600,3085600,YES,1,0.06,17
2021 and 2022,36047085800,3085800,NO,16,1,16
2021 and 2022,36047086000,3086000,NO,26,0.93,28
2021 and 2022,36047086000,3086000,YES,2,0.07,28
2021 and 2022,36047086200,3086200,NO,26,0.96,27
2021 and 2022,36047086200,3086200,YES,1,0.04,27
2021 and 2022,36047086400,3086400,NO,2,0.67,3
2021 and 2022,36047086400,3086400,YES,1,0.33,3
2021 and 2022,36047086600,3086600,NO,9,1,9
2021 and 2022,36047086800,3086800,NO,36,0.95,38
2021 and 2022,36047086800,3086800,YES,2,0.05,38
2021 and 2022,36047087000,3087000,NO,13,1,13
2021 and 2022,36047087200,3087200,NO,5,0.83,6
2021 and 2022,36047087200,3087200,YES,1,0.17,6
2021 and 2022,36047087401,3087401,NO,4,1,4
2021 and 2022,36047087600,3087600,NO,7,0.78,9
2021 and 2022,36047087600,3087600,YES,2,0.22,9
2021 and 2022,36047087800,3087800,NO,18,1,18
2021 and 2022,36047088001,3088001,NO,9,0.9,10
2021 and 2022,36047088001,3088001,YES,1,0.1,10
2021 and 2022,36047088002,3088002,NO,7,1,7
2021 and 2022,36047088200,3088200,NO,9,0.82,11
2021 and 2022,36047088200,3088200,YES,2,0.18,11
2021 and 2022,36047088400,3088400,NO,11,0.92,12
2021 and 2022,36047088400,3088400,YES,1,0.08,12
2021 and 2022,36047088600,3088600,NO,9,1,9
2021 and 2022,36047088800,3088800,NO,14,0.88,16
2021 and 2022,36047088800,3088800,YES,2,0.12,16
2021 and 2022,36047089000,3089000,NO,36,0.97,37
2021 and 2022,36047089000,3089000,YES,1,0.03,37
2021 and 2022,36047089200,3089200,NO,73,0.99,74
2021 and 2022,36047089200,3089200,YES,1,0.01,74
2021 and 2022,36047089400,3089400,NO,3,1,3
2021 and 2022,36047089600,3089600,NO,5,1,5
2021 and 2022,36047089800,3089800,NO,7,0.88,8
2021 and 2022,36047089800,3089800,YES,1,0.12,8
2021 and 2022,36047090000,3090000,NO,18,0.95,19
2021 and 2022,36047090000,3090000,YES,1,0.05,19
2021 and 2022,36047090200,3090200,NO,34,0.85,40
2021 and 2022,36047090200,3090200,YES,6,0.15,40
2021 and 2022,36047090600,3090600,NO,54,0.9,60
2021 and 2022,36047090600,3090600,YES,6,0.1,60
2021 and 2022,36047090800,3090800,NO,23,1,23
2021 and 2022,36047091000,3091000,NO,8,1,8
2021 and 2022,36047091600,3091600,NO,4,0.8,5
2021 and 2022,36047091600,3091600,YES,1,0.2,5
2021 and 2022,36047092000,3092000,NO,4,1,4
2021 and 2022,36047092200,3092200,NO,6,1,6
2021 and 2022,36047092400,3092400,NO,62,0.97,64
2021 and 2022,36047092400,3092400,YES,2,0.03,64
2021 and 2022,36047092800,3092800,NO,6,1,6
2021 and 2022,36047093000,3093000,NO,15,1,15
2021 and 2022,36047093200,3093200,NO,29,0.94,31
2021 and 2022,36047093200,3093200,YES,2,0.06,31
2021 and 2022,36047093400,3093400,NO,8,0.8,10
2021 and 2022,36047093400,3093400,YES,2,0.2,10
2021 and 2022,36047093600,3093600,NO,2,1,2
2021 and 2022,36047093800,3093800,NO,5,0.71,7
2021 and 2022,36047093800,3093800,YES,2,0.29,7
2021 and 2022,36047094401,3094401,NO,7,0.78,9
2021 and 2022,36047094401,3094401,YES,2,0.22,9
2021 and 2022,36047094600,3094600,NO,7,0.88,8
2021 and 2022,36047094600,3094600,YES,1,0.12,8
2021 and 2022,36047095000,3095000,NO,24,0.96,25
2021 and 2022,36047095000,3095000,YES,1,0.04,25
2021 and 2022,36047095400,3095400,NO,26,0.96,27
2021 and 2022,36047095400,3095400,YES,1,0.04,27
2021 and 2022,36047095600,3095600,NO,24,1,24
2021 and 2022,36047095800,3095800,NO,6,0.86,7
2021 and 2022,36047095800,3095800,YES,1,0.14,7
2021 and 2022,36047096000,3096000,NO,40,0.98,41
2021 and 2022,36047096000,3096000,YES,1,0.02,41
2021 and 2022,36047096200,3096200,NO,6,0.86,7
2021 and 2022,36047096200,3096200,YES,1,0.14,7
2021 and 2022,36047096400,3096400,NO,5,0.83,6
2021 and 2022,36047096400,3096400,YES,1,0.17,6
2021 and 2022,36047096600,3096600,NO,13,1,13
2021 and 2022,36047096800,3096800,NO,18,0.95,19
2021 and 2022,36047096800,3096800,YES,1,0.05,19
2021 and 2022,36047097000,3097000,NO,4,1,4
2021 and 2022,36047097400,3097400,NO,35,1,35
2021 and 2022,36047098400,3098400,NO,4,1,4
2021 and 2022,36047098600,3098600,NO,7,1,7
2021 and 2022,36047099000,3099000,NO,9,0.9,10
2021 and 2022,36047099000,3099000,YES,1,0.1,10
2021 and 2022,36047099200,3099200,NO,1,1,1
2021 and 2022,36047100800,3100800,NO,2,1,2
2021 and 2022,36047101000,3101000,NO,11,1,11
2021 and 2022,36047101200,3101200,NO,3,1,3
2021 and 2022,36047101800,3101800,NO,1,1,1
2021 and 2022,36047102200,3102200,NO,12,0.92,13
2021 and 2022,36047102200,3102200,YES,1,0.08,13
2021 and 2022,36047102400,3102400,NO,7,0.78,9
2021 and 2022,36047102400,3102400,YES,2,0.22,9
2021 and 2022,36047102801,3102801,NO,24,0.92,26
2021 and 2022,36047102801,3102801,YES,2,0.08,26
2021 and 2022,36047105804,3105804,NO,23,0.92,25
2021 and 2022,36047105804,3105804,YES,2,0.08,25
2021 and 2022,36047107001,3107001,NO,63,0.91,69
2021 and 2022,36047107001,3107001,YES,6,0.09,69
2021 and 2022,36047107800,3107800,NO,2,0.67,3
2021 and 2022,36047107800,3107800,YES,1,0.33,3
2021 and 2022,36047109800,3109800,NO,20,1,20
2021 and 2022,36047110400,3110400,NO,43,0.9,48
2021 and 2022,36047110400,3110400,YES,5,0.1,48
2021 and 2022,36047111600,3111600,NO,6,1,6
2021 and 2022,36047112000,3112000,NO,4,1,4
2021 and 2022,36047112200,3112200,NO,3,0.75,4
2021 and 2022,36047112200,3112200,YES,1,0.25,4
2021 and 2022,36047112400,3112400,NO,6,1,6
2021 and 2022,36047112600,3112600,NO,6,0.86,7
2021 and 2022,36047112600,3112600,YES,1,0.14,7
2021 and 2022,36047112800,3112800,NO,11,1,11
2021 and 2022,36047113000,3113000,NO,6,1,6
2021 and 2022,36047113200,3113200,NO,2,0.25,8
2021 and 2022,36047113200,3113200,YES,6,0.75,8
2021 and 2022,36047113400,3113400,NO,5,0.83,6
2021 and 2022,36047113400,3113400,YES,1,0.17,6
2021 and 2022,36047114201,3114201,NO,6,0.86,7
2021 and 2022,36047114201,3114201,YES,1,0.14,7
2021 and 2022,36047114400,3114400,NO,15,0.88,17
2021 and 2022,36047114400,3114400,YES,2,0.12,17
2021 and 2022,36047114600,3114600,NO,7,0.88,8
2021 and 2022,36047114600,3114600,YES,1,0.12,8
2021 and 2022,36047115000,3115000,NO,5,1,5
2021 and 2022,36047115200,3115200,NO,4,1,4
2021 and 2022,36047115600,3115600,NO,4,0.8,5
2021 and 2022,36047115600,3115600,YES,1,0.2,5
2021 and 2022,36047115800,3115800,NO,2,1,2
2021 and 2022,36047116000,3116000,NO,1,1,1
2021 and 2022,36047116400,3116400,NO,6,1,6
2021 and 2022,36047116600,3116600,NO,3,0.5,6
2021 and 2022,36047116600,3116600,YES,3,0.5,6
2021 and 2022,36047116800,3116800,NO,14,1,14
2021 and 2022,36047117000,3117000,NO,11,1,11
2021 and 2022,36047117201,3117201,NO,5,1,5
2021 and 2022,36047117400,3117400,NO,12,1,12
2021 and 2022,36047117601,3117601,NO,11,1,11
2021 and 2022,36047117602,3117602,NO,3,1,3
2021 and 2022,36047117800,3117800,NO,13,0.93,14
2021 and 2022,36047117800,3117800,YES,1,0.07,14
2021 and 2022,36047118201,3118201,NO,2,1,2
2021 and 2022,36047118202,3118202,NO,7,0.78,9
2021 and 2022,36047118202,3118202,YES,2,0.22,9
2021 and 2022,36047118400,3118400,NO,21,0.95,22
2021 and 2022,36047118400,3118400,YES,1,0.05,22
2021 and 2022,36047118600,3118600,NO,5,0.83,6
2021 and 2022,36047118600,3118600,YES,1,0.17,6
2021 and 2022,36047118800,3118800,NO,44,0.96,46
2021 and 2022,36047118800,3118800,YES,2,0.04,46
2021 and 2022,36047119000,3119000,NO,27,1,27
2021 and 2022,36047119400,3119400,NO,6,0.75,8
2021 and 2022,36047119400,3119400,YES,2,0.25,8
2021 and 2022,36047119600,3119600,NO,17,0.94,18
2021 and 2022,36047119600,3119600,YES,1,0.06,18
2021 and 2022,36047119800,3119800,NO,23,0.96,24
2021 and 2022,36047119800,3119800,YES,1,0.04,24
2021 and 2022,36047120000,3120000,NO,7,1,7
2021 and 2022,36047120801,3120801,NO,2,1,2
2021 and 2022,36047120802,3120802,NO,2,1,2
2021 and 2022,36047122000,3122000,NO,13,1,13
2021 and 2022,36047123700,3123700,NO,40,0.91,44
2021 and 2022,36047123700,3123700,YES,4,0.09,44
2021 and 2022,36047150200,3150200,NO,4,1,4
2021 and 2022,36047152200,3152200,NO,19,0.9,21
2021 and 2022,36047152200,3152200,YES,2,0.1,21
2021 and 2022,36061000201,1000201,NO,10,0.71,14
2021 and 2022,36061000201,1000201,YES,4,0.29,14
2021 and 2022,36061000202,1000202,NO,5,1,5
2021 and 2022,36061000600,1000600,NO,74,0.86,86
2021 and 2022,36061000600,1000600,YES,12,0.14,86
2021 and 2022,36061000700,1000700,NO,90,0.78,116
2021 and 2022,36061000700,1000700,YES,26,0.22,116
2021 and 2022,36061000800,1000800,NO,173,0.81,213
2021 and 2022,36061000800,1000800,YES,40,0.19,213
2021 and 2022,36061000900,1000900,NO,105,0.86,122
2021 and 2022,36061000900,1000900,YES,17,0.14,122
2021 and 2022,36061001200,1001200,NO,20,1,20
2021 and 2022,36061001300,1001300,NO,85,0.68,125
2021 and 2022,36061001300,1001300,YES,40,0.32,125
2021 and 2022,36061001401,1001401,NO,33,1,33
2021 and 2022,36061001402,1001402,NO,63,0.84,75
2021 and 2022,36061001402,1001402,YES,12,0.16,75
2021 and 2022,36061001501,1001501,NO,85,0.85,100
2021 and 2022,36061001501,1001501,YES,15,0.15,100
2021 and 2022,36061001502,1001502,NO,157,0.81,194
2021 and 2022,36061001502,1001502,YES,37,0.19,194
2021 and 2022,36061001600,1001600,NO,270,0.85,316
2021 and 2022,36061001600,1001600,YES,46,0.15,316
2021 and 2022,36061001800,1001800,NO,243,0.81,300
2021 and 2022,36061001800,1001800,YES,57,0.19,300
2021 and 2022,36061002100,1002100,NO,158,0.84,189
2021 and 2022,36061002100,1002100,YES,31,0.16,189
2021 and 2022,36061002201,1002201,NO,64,0.89,72
2021 and 2022,36061002201,1002201,YES,8,0.11,72
2021 and 2022,36061002202,1002202,NO,15,0.75,20
2021 and 2022,36061002202,1002202,YES,5,0.25,20
2021 and 2022,36061002601,1002601,NO,17,0.81,21
2021 and 2022,36061002601,1002601,YES,4,0.19,21
2021 and 2022,36061002602,1002602,NO,27,0.82,33
2021 and 2022,36061002602,1002602,YES,6,0.18,33
2021 and 2022,36061002700,1002700,NO,42,0.89,47
2021 and 2022,36061002700,1002700,YES,5,0.11,47
2021 and 2022,36061002800,1002800,NO,32,0.73,44
2021 and 2022,36061002800,1002800,YES,12,0.27,44
2021 and 2022,36061002901,1002901,NO,11,0.5,22
2021 and 2022,36061002901,1002901,YES,11,0.5,22
2021 and 2022,36061002902,1002902,NO,235,0.89,264
2021 and 2022,36061002902,1002902,YES,29,0.11,264
2021 and 2022,36061003001,1003001,NO,194,0.9,215
2021 and 2022,36061003001,1003001,YES,21,0.1,215
2021 and 2022,36061003002,1003002,NO,46,0.84,55
2021 and 2022,36061003002,1003002,YES,9,0.16,55
2021 and 2022,36061003100,1003100,NO,68,0.81,84
2021 and 2022,36061003100,1003100,YES,16,0.19,84
2021 and 2022,36061003200,1003200,NO,158,0.91,174
2021 and 2022,36061003200,1003200,YES,16,0.09,174
2021 and 2022,36061003300,1003300,NO,200,0.86,232
2021 and 2022,36061003300,1003300,YES,32,0.14,232
2021 and 2022,36061003400,1003400,NO,131,0.85,154
2021 and 2022,36061003400,1003400,YES,23,0.15,154
2021 and 2022,36061003601,1003601,NO,52,0.8,65
2021 and 2022,36061003601,1003601,YES,13,0.2,65
2021 and 2022,36061003602,1003602,NO,49,0.89,55
2021 and 2022,36061003602,1003602,YES,6,0.11,55
2021 and 2022,36061003700,1003700,NO,86,0.83,104
2021 and 2022,36061003700,1003700,YES,18,0.17,104
2021 and 2022,36061003800,1003800,NO,259,0.91,284
2021 and 2022,36061003800,1003800,YES,25,0.09,284
2021 and 2022,36061003900,1003900,NO,95,0.86,111
2021 and 2022,36061003900,1003900,YES,16,0.14,111
2021 and 2022,36061004001,1004001,NO,93,0.87,107
2021 and 2022,36061004001,1004001,YES,14,0.13,107
2021 and 2022,36061004002,1004002,NO,65,0.84,77
2021 and 2022,36061004002,1004002,YES,12,0.16,77
2021 and 2022,36061004100,1004100,NO,334,0.88,378
2021 and 2022,36061004100,1004100,YES,44,0.12,378
2021 and 2022,36061004200,1004200,NO,60,0.8,75
2021 and 2022,36061004200,1004200,YES,15,0.2,75
2021 and 2022,36061004300,1004300,NO,203,0.83,244
2021 and 2022,36061004300,1004300,YES,41,0.17,244
2021 and 2022,36061004400,1004400,NO,17,0.81,21
2021 and 2022,36061004400,1004400,YES,4,0.19,21
2021 and 2022,36061004500,1004500,NO,139,0.85,164
2021 and 2022,36061004500,1004500,YES,25,0.15,164
2021 and 2022,36061004700,1004700,NO,202,0.87,232
2021 and 2022,36061004700,1004700,YES,30,0.13,232
2021 and 2022,36061004800,1004800,NO,71,0.89,80
2021 and 2022,36061004800,1004800,YES,9,0.11,80
2021 and 2022,36061004900,1004900,NO,292,0.86,340
2021 and 2022,36061004900,1004900,YES,48,0.14,340
2021 and 2022,36061005000,1005000,NO,85,0.92,92
2021 and 2022,36061005000,1005000,YES,7,0.08,92
2021 and 2022,36061005200,1005200,NO,119,0.84,142
2021 and 2022,36061005200,1005200,YES,23,0.16,142
2021 and 2022,36061005400,1005400,NO,140,0.84,167
2021 and 2022,36061005400,1005400,YES,27,0.16,167
2021 and 2022,36061005501,1005501,NO,28,0.8,35
2021 and 2022,36061005501,1005501,YES,7,0.2,35
2021 and 2022,36061005502,1005502,NO,100,0.84,119
2021 and 2022,36061005502,1005502,YES,19,0.16,119
2021 and 2022,36061005600,1005600,NO,81,0.84,97
2021 and 2022,36061005600,1005600,YES,16,0.16,97
2021 and 2022,36061005700,1005700,NO,44,0.83,53
2021 and 2022,36061005700,1005700,YES,9,0.17,53
2021 and 2022,36061005800,1005800,NO,189,0.8,236
2021 and 2022,36061005800,1005800,YES,47,0.2,236
2021 and 2022,36061005900,1005900,NO,79,0.86,92
2021 and 2022,36061005900,1005900,YES,13,0.14,92
2021 and 2022,36061006000,1006000,NO,3,1,3
2021 and 2022,36061006100,1006100,NO,117,0.89,132
2021 and 2022,36061006100,1006100,YES,15,0.11,132
2021 and 2022,36061006200,1006200,NO,14,1,14
2021 and 2022,36061006300,1006300,NO,130,0.84,154
2021 and 2022,36061006300,1006300,YES,24,0.16,154
2021 and 2022,36061006400,1006400,NO,81,0.79,102
2021 and 2022,36061006400,1006400,YES,21,0.21,102
2021 and 2022,36061006500,1006500,NO,189,0.9,211
2021 and 2022,36061006500,1006500,YES,22,0.1,211
2021 and 2022,36061006600,1006600,NO,80,0.88,91
2021 and 2022,36061006600,1006600,YES,11,0.12,91
2021 and 2022,36061006700,1006700,NO,145,0.85,171
2021 and 2022,36061006700,1006700,YES,26,0.15,171
2021 and 2022,36061006800,1006800,NO,130,0.89,146
